row_type,variant_id,train_tile_id,eval_tile_id,eval_tile_rank,seed,phase25_seed_rank,train_timesteps,eval_max_steps,max_blocks,train_n_blocks,eval_n_blocks,n_features,observation_shape,action_space_n,episode_steps,terminated,truncated,all_actions_valid,invalid_action_count,total_contract_reward,selected_block_ids,claim_boundary
first_valid,B0,tile_r003_c003,tile_r002_c003,1,1,2,4096,8,2234,2234,2188,17,42451,2234,8,True,False,True,0,0.0968319885,dltb_1000812;dltb_1497530;dltb_1497532;dltb_1858642;dltb_1858643;dltb_2160382;dltb_2160383;dltb_2160391,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
seeded_random,B0,tile_r003_c003,tile_r002_c003,1,1,2,4096,8,2234,2234,2188,17,42451,2234,8,True,False,True,0,-0.2396463715,dltb_821973;dltb_820290;dltb_819546;dltb_819185;dltb_822567;dltb_3871361;dltb_819671;dltb_821755,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
trained_policy,B0,tile_r003_c003,tile_r005_c004,2,1,2,4096,8,2234,2234,2140,17,42451,2234,8,True,False,True,0,0.4062438082,dltb_5379311;dltb_5302385;dltb_840266;dltb_843761;dltb_841224;dltb_5377951;dltb_5378212;dltb_842614,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
first_valid,B0,tile_r003_c003,tile_r005_c004,2,1,2,4096,8,2234,2234,2140,17,42451,2234,8,True,False,True,0,1.6167537795,dltb_1000134;dltb_10410;dltb_10411;dltb_10412;dltb_10413;dltb_10429;dltb_10430;dltb_10431,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
seeded_random,B0,tile_r003_c003,tile_r005_c004,2,1,2,4096,8,2234,2234,2140,17,42451,2234,8,True,False,True,0,-0.5093404254,dltb_839204;dltb_5380344;dltb_838502;dltb_838567;dltb_5312490;dltb_842647;dltb_838539;dltb_5379675,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
trained_policy,B0,tile_r003_c003,tile_r005_c003,3,1,2,4096,8,2234,2234,2128,17,42451,2234,8,True,False,True,0,1.5515450811,dltb_5381167;dltb_840610;dltb_5320895;dltb_841475;dltb_844057;dltb_839544;dltb_5380435;dltb_5380098,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
first_valid,B0,tile_r003_c003,tile_r005_c003,3,1,2,4096,8,2234,2234,2128,17,42451,2234,8,True,False,True,0,2.3828480037,dltb_10524;dltb_10525;dltb_10526;dltb_10534;dltb_10535;dltb_10536;dltb_10537;dltb_10538,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
seeded_random,B0,tile_r003_c003,tile_r005_c003,3,1,2,4096,8,2234,2234,2128,17,42451,2234,8,True,False,True,0,0.2400511879,dltb_3874526;dltb_839664;dltb_5321014;dltb_843797;dltb_840407;dltb_843534;dltb_839125;dltb_843025,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
trained_policy,B0,tile_r003_c003,tile_r002_c003,1,2,3,4096,8,2234,2234,2188,17,42451,2234,8,True,False,True,0,0.4326720773,dltb_821744;dltb_821907;dltb_823173;dltb_5372637;dltb_2162146;dltb_818882;dltb_5312267;dltb_5372664,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
first_valid,B0,tile_r003_c003,tile_r002_c003,1,2,3,4096,8,2234,2234,2188,17,42451,2234,8,True,False,True,0,0.0968319885,dltb_1000812;dltb_1497530;dltb_1497532;dltb_1858642;dltb_1858643;dltb_2160382;dltb_2160383;dltb_2160391,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
seeded_random,B0,tile_r003_c003,tile_r002_c003,1,2,3,4096,8,2234,2234,2188,17,42451,2234,8,True,False,True,0,-0.5561665136,dltb_821751;dltb_821636;dltb_5372938;dltb_823143;dltb_822969;dltb_819363;dltb_5372130;dltb_818928,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
trained_policy,B0,tile_r003_c003,tile_r005_c004,2,2,3,4096,8,2234,2234,2140,17,42451,2234,8,True,False,True,0,0.9324058106,dltb_841755;dltb_842047;dltb_5377399;dltb_843814;dltb_1694148;dltb_836705;dltb_840726;dltb_5302550,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
first_valid,B0,tile_r003_c003,tile_r005_c004,2,2,3,4096,8,2234,2234,2140,17,42451,2234,8,True,False,True,0,1.6167537795,dltb_1000134;dltb_10410;dltb_10411;dltb_10412;dltb_10413;dltb_10429;dltb_10430;dltb_10431,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
seeded_random,B0,tile_r003_c003,tile_r005_c004,2,2,3,4096,8,2234,2234,2140,17,42451,2234,8,True,False,True,0,-0.0655297308,dltb_838124;dltb_843557;dltb_842352;dltb_837440;dltb_5346513;dltb_5380135;dltb_843183;dltb_1693806,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
trained_policy,B0,tile_r003_c003,tile_r005_c003,3,2,3,4096,8,2234,2234,2128,17,42451,2234,8,True,False,True,0,0.1513887492,dltb_5379114;dltb_842163;dltb_2159754;dltb_837495;dltb_5320635;dltb_2154729;dltb_836693;dltb_841087,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
first_valid,B0,tile_r003_c003,tile_r005_c003,3,2,3,4096,8,2234,2234,2128,17,42451,2234,8,True,False,True,0,2.3828480037,dltb_10524;dltb_10525;dltb_10526;dltb_10534;dltb_10535;dltb_10536;dltb_10537;dltb_10538,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
seeded_random,B0,tile_r003_c003,tile_r005_c003,3,2,3,4096,8,2234,2234,2128,17,42451,2234,8,True,False,True,0,0.4684570032,dltb_5377574;dltb_842292;dltb_837019;dltb_838347;dltb_841648;dltb_838296;dltb_3874799;dltb_838360,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
trained_policy,B1,tile_r003_c003,tile_r002_c003,1,0,1,4096,8,2234,2234,2188,81,185427,2234,8,True,False,True,0,-1.0745858731,dltb_821907;dltb_821838;dltb_821144;dltb_822286;dltb_818811;dltb_5322353;dltb_5322413;dltb_822320,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
first_valid,B1,tile_r003_c003,tile_r002_c003,1,0,1,4096,8,2234,2234,2188,81,185427,2234,8,True,False,True,0,0.0968319885,dltb_1000812;dltb_1497530;dltb_1497532;dltb_1858642;dltb_1858643;dltb_2160382;dltb_2160383;dltb_2160391,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
seeded_random,B1,tile_r003_c003,tile_r002_c003,1,0,1,4096,8,2234,2234,2188,81,185427,2234,8,True,False,True,0,0.2478189155,dltb_5371562;dltb_822583;dltb_822840;dltb_821759;dltb_2161894;dltb_821858;dltb_822054;dltb_2162172,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
trained_policy,B1,tile_r003_c003,tile_r005_c004,2,0,1,4096,8,2234,2234,2140,81,185427,2234,8,True,False,True,0,1.0252803424,dltb_842047;dltb_841950;dltb_840683;dltb_842715;dltb_836539;dltb_5302313;dltb_842774;dltb_5302357,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
first_valid,B1,tile_r003_c003,tile_r005_c004,2,0,1,4096,8,2234,2234,2140,81,185427,2234,8,True,False,True,0,1.6167537795,dltb_1000134;dltb_10410;dltb_10411;dltb_10412;dltb_10413;dltb_10429;dltb_10430;dltb_10431,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
seeded_random,B1,tile_r003_c003,tile_r005_c004,2,0,1,4096,8,2234,2234,2140,81,185427,2234,8,True,False,True,0,0.0455923919,dltb_5302741;dltb_839873;dltb_841171;dltb_2153739;dltb_5302858;dltb_5378507;dltb_841707;dltb_837715,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
trained_policy,B1,tile_r003_c003,tile_r005_c003,3,0,1,4096,8,2234,2234,2128,81,185427,2234,8,True,False,True,0,1.209531539,dltb_842163;dltb_842064;dltb_841056;dltb_842789;dltb_837357;dltb_5320854;dltb_5320869;dltb_842844,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
first_valid,B1,tile_r003_c003,tile_r005_c003,3,0,1,4096,8,2234,2234,2128,81,185427,2234,8,True,False,True,0,2.3828480037,dltb_10524;dltb_10525;dltb_10526;dltb_10534;dltb_10535;dltb_10536;dltb_10537;dltb_10538,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
seeded_random,B1,tile_r003_c003,tile_r005_c003,3,0,1,4096,8,2234,2234,2128,81,185427,2234,8,True,False,True,0,0.18163801,dltb_5344891;dltb_2154763;dltb_842483;dltb_5346170;dltb_837993;dltb_841999;dltb_5381731;dltb_5378739,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
trained_policy,B1,tile_r003_c003,tile_r002_c003,1,1,2,4096,8,2234,2234,2188,81,185427,2234,8,True,False,True,0,-0.4677751844,dltb_820891;dltb_821590;dltb_5340733;dltb_5372894;dltb_818619;dltb_2162354;dltb_3871646;dltb_821803,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
first_valid,B1,tile_r003_c003,tile_r002_c003,1,1,2,4096,8,2234,2234,2188,81,185427,2234,8,True,False,True,0,0.0968319885,dltb_1000812;dltb_1497530;dltb_1497532;dltb_1858642;dltb_1858643;dltb_2160382;dltb_2160383;dltb_2160391,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
seeded_random,B1,tile_r003_c003,tile_r002_c003,1,1,2,4096,8,2234,2234,2188,81,185427,2234,8,True,False,True,0,0.0302013747,dltb_823124;dltb_818461;dltb_818622;dltb_818972;dltb_822159;dltb_5313981;dltb_818807;dltb_3871389,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
trained_policy,B1,tile_r003_c003,tile_r005_c004,2,1,2,4096,8,2234,2234,2140,81,185427,2234,8,True,False,True,0,0.2501920734,dltb_840305;dltb_841436;dltb_5302760;dltb_5377877;dltb_5380676;dltb_2153737;dltb_3874694;dltb_841871,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
first_valid,B1,tile_r003_c003,tile_r005_c004,2,1,2,4096,8,2234,2234,2140,81,185427,2234,8,True,False,True,0,1.6167537795,dltb_1000134;dltb_10410;dltb_10411;dltb_10412;dltb_10413;dltb_10429;dltb_10430;dltb_10431,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
seeded_random,B1,tile_r003_c003,tile_r005_c004,2,1,2,4096,8,2234,2234,2140,81,185427,2234,8,True,False,True,0,-0.2628510818,dltb_839103;dltb_5381341;dltb_839858;dltb_5321302;dltb_2153353;dltb_839491;dltb_840422;dltb_840307,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
trained_policy,B1,tile_r003_c003,tile_r005_c003,3,1,2,4096,8,2234,2234,2128,81,185427,2234,8,True,False,True,0,0.4582876338,dltb_840689;dltb_841664;dltb_5380017;dltb_5344762;dltb_836977;dltb_3874498;dltb_5309813;dltb_5302572,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
first_valid,B1,tile_r003_c003,tile_r005_c003,3,1,2,4096,8,2234,2234,2128,81,185427,2234,8,True,False,True,0,2.3828480037,dltb_10524;dltb_10525;dltb_10526;dltb_10534;dltb_10535;dltb_10536;dltb_10537;dltb_10538,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
seeded_random,B1,tile_r003_c003,tile_r005_c003,3,1,2,4096,8,2234,2234,2128,81,185427,2234,8,True,False,True,0,0.5185677748,dltb_3874671;dltb_2154753;dltb_5379231;dltb_839502;dltb_843324;dltb_840352;dltb_2159759;dltb_5320583,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
trained_policy,B1,tile_r003_c003,tile_r002_c003,1,2,3,4096,8,2234,2234,2188,81,185427,2234,8,True,False,True,0,0.0684752446,dltb_5372912;dltb_822221;dltb_3871952;dltb_822156;dltb_5316709;dltb_819715;dltb_821395;dltb_822482,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
first_valid,B1,tile_r003_c003,tile_r002_c003,1,2,3,4096,8,2234,2234,2188,81,185427,2234,8,True,False,True,0,0.0968319885,dltb_1000812;dltb_1497530;dltb_1497532;dltb_1858642;dltb_1858643;dltb_2160382;dltb_2160383;dltb_2160391,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
seeded_random,B1,tile_r003_c003,tile_r002_c003,1,2,3,4096,8,2234,2234,2188,81,185427,2234,8,True,False,True,0,-0.5078187855,dltb_5372503;dltb_821323;dltb_5341633;dltb_819970;dltb_819586;dltb_823172;dltb_5372139;dltb_5340733,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
trained_policy,B1,tile_r003_c003,tile_r005_c004,2,2,3,4096,8,2234,2234,2140,81,185427,2234,8,True,False,True,0,0.4397660156,dltb_5377951;dltb_842659;dltb_842535;dltb_5302264;dltb_3874926;dltb_838143;dltb_5302357;dltb_841105,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
first_valid,B1,tile_r003_c003,tile_r005_c004,2,2,3,4096,8,2234,2234,2140,81,185427,2234,8,True,False,True,0,1.6167537795,dltb_1000134;dltb_10410;dltb_10411;dltb_10412;dltb_10413;dltb_10429;dltb_10430;dltb_10431,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
seeded_random,B1,tile_r003_c003,tile_r005_c004,2,2,3,4096,8,2234,2234,2140,81,185427,2234,8,True,False,True,0,0.3507408773,dltb_837383;dltb_5321110;dltb_5381225;dltb_840281;dltb_843256;dltb_842957;dltb_1497937;dltb_5378275,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
trained_policy,B1,tile_r003_c003,tile_r005_c003,3,2,3,4096,8,2234,2234,2128,81,185427,2234,8,True,False,True,0,1.2465517427,dltb_5380098;dltb_5309476;dltb_843100;dltb_2652;dltb_3875021;dltb_841370;dltb_842597;dltb_842726,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
first_valid,B1,tile_r003_c003,tile_r005_c003,3,2,3,4096,8,2234,2234,2128,81,185427,2234,8,True,False,True,0,2.3828480037,dltb_10524;dltb_10525;dltb_10526;dltb_10534;dltb_10535;dltb_10536;dltb_10537;dltb_10538,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
seeded_random,B1,tile_r003_c003,tile_r005_c003,3,2,3,4096,8,2234,2234,2128,81,185427,2234,8,True,False,True,0,1.9517593496,dltb_836911;dltb_5377928;dltb_839801;dltb_843985;dltb_843849;dltb_842398;dltb_843514;dltb_5378216,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
