row_type,variant_id,train_tile_id,eval_tile_id,eval_tile_rank,seed,phase25_seed_rank,train_timesteps,eval_max_steps,max_blocks,train_n_blocks,eval_n_blocks,n_features,observation_shape,action_space_n,episode_steps,terminated,truncated,all_actions_valid,invalid_action_count,total_contract_reward,selected_block_ids,claim_boundary
trained_policy,B0,tile_r003_c003,tile_r005_c003,3,2,3,1024,8,2234,2234,2128,17,42451,2234,8,True,False,True,0,1.5343412789,dltb_840922;dltb_841050;dltb_841435;dltb_5312556;dltb_5380893;dltb_2159767;dltb_843823;dltb_840512,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
first_valid,B0,tile_r003_c003,tile_r005_c003,3,2,3,1024,8,2234,2234,2128,17,42451,2234,8,True,False,True,0,2.3828480037,dltb_10524;dltb_10525;dltb_10526;dltb_10534;dltb_10535;dltb_10536;dltb_10537;dltb_10538,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
seeded_random,B0,tile_r003_c003,tile_r005_c003,3,2,3,1024,8,2234,2234,2128,17,42451,2234,8,True,False,True,0,0.4684570032,dltb_5377574;dltb_842292;dltb_837019;dltb_838347;dltb_841648;dltb_838296;dltb_3874799;dltb_838360,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
trained_policy,B1,tile_r003_c003,tile_r002_c003,1,0,1,1024,8,2234,2234,2188,81,185427,2234,8,True,False,True,0,0.2480888795,dltb_5317203;dltb_5311859;dltb_2162155;dltb_2162334;dltb_819122;dltb_823009;dltb_823145;dltb_820987,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
first_valid,B1,tile_r003_c003,tile_r002_c003,1,0,1,1024,8,2234,2234,2188,81,185427,2234,8,True,False,True,0,0.0968319885,dltb_1000812;dltb_1497530;dltb_1497532;dltb_1858642;dltb_1858643;dltb_2160382;dltb_2160383;dltb_2160391,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
seeded_random,B1,tile_r003_c003,tile_r002_c003,1,0,1,1024,8,2234,2234,2188,81,185427,2234,8,True,False,True,0,0.2478189155,dltb_5371562;dltb_822583;dltb_822840;dltb_821759;dltb_2161894;dltb_821858;dltb_822054;dltb_2162172,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
trained_policy,B1,tile_r003_c003,tile_r005_c004,2,0,1,1024,8,2234,2234,2140,81,185427,2234,8,True,False,True,0,-0.4531644902,dltb_5302285;dltb_837075;dltb_843363;dltb_838420;dltb_838794;dltb_2154328;dltb_840430;dltb_5381298,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
first_valid,B1,tile_r003_c003,tile_r005_c004,2,0,1,1024,8,2234,2234,2140,81,185427,2234,8,True,False,True,0,1.6167537795,dltb_1000134;dltb_10410;dltb_10411;dltb_10412;dltb_10413;dltb_10429;dltb_10430;dltb_10431,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
seeded_random,B1,tile_r003_c003,tile_r005_c004,2,0,1,1024,8,2234,2234,2140,81,185427,2234,8,True,False,True,0,0.0455923919,dltb_5302741;dltb_839873;dltb_841171;dltb_2153739;dltb_5302858;dltb_5378507;dltb_841707;dltb_837715,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
trained_policy,B1,tile_r003_c003,tile_r005_c003,3,0,1,1024,8,2234,2234,2128,81,185427,2234,8,True,False,True,0,1.33502446,dltb_839191;dltb_2159760;dltb_837430;dltb_839033;dltb_5379922;dltb_841273;dltb_837879;dltb_1693848,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
first_valid,B1,tile_r003_c003,tile_r005_c003,3,0,1,1024,8,2234,2234,2128,81,185427,2234,8,True,False,True,0,2.3828480037,dltb_10524;dltb_10525;dltb_10526;dltb_10534;dltb_10535;dltb_10536;dltb_10537;dltb_10538,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
seeded_random,B1,tile_r003_c003,tile_r005_c003,3,0,1,1024,8,2234,2234,2128,81,185427,2234,8,True,False,True,0,0.18163801,dltb_5344891;dltb_2154763;dltb_842483;dltb_5346170;dltb_837993;dltb_841999;dltb_5381731;dltb_5378739,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
trained_policy,B1,tile_r003_c003,tile_r002_c003,1,1,2,1024,8,2234,2234,2188,81,185427,2234,8,True,False,True,0,-0.2286331138,dltb_819532;dltb_821925;dltb_822954;dltb_823232;dltb_5322412;dltb_5307602;dltb_5371305;dltb_819215,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
first_valid,B1,tile_r003_c003,tile_r002_c003,1,1,2,1024,8,2234,2234,2188,81,185427,2234,8,True,False,True,0,0.0968319885,dltb_1000812;dltb_1497530;dltb_1497532;dltb_1858642;dltb_1858643;dltb_2160382;dltb_2160383;dltb_2160391,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
seeded_random,B1,tile_r003_c003,tile_r002_c003,1,1,2,1024,8,2234,2234,2188,81,185427,2234,8,True,False,True,0,0.0302013747,dltb_823124;dltb_818461;dltb_818622;dltb_818972;dltb_822159;dltb_5313981;dltb_818807;dltb_3871389,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
trained_policy,B1,tile_r003_c003,tile_r005_c004,2,1,2,1024,8,2234,2234,2140,81,185427,2234,8,True,False,True,0,-0.4402662252,dltb_837825;dltb_839453;dltb_843706;dltb_843545;dltb_5309824;dltb_843972;dltb_840867;dltb_840220,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
first_valid,B1,tile_r003_c003,tile_r005_c004,2,1,2,1024,8,2234,2234,2140,81,185427,2234,8,True,False,True,0,1.6167537795,dltb_1000134;dltb_10410;dltb_10411;dltb_10412;dltb_10413;dltb_10429;dltb_10430;dltb_10431,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
seeded_random,B1,tile_r003_c003,tile_r005_c004,2,1,2,1024,8,2234,2234,2140,81,185427,2234,8,True,False,True,0,-0.2628510818,dltb_839103;dltb_5381341;dltb_839858;dltb_5321302;dltb_2153353;dltb_839491;dltb_840422;dltb_840307,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
trained_policy,B1,tile_r003_c003,tile_r005_c003,3,1,2,1024,8,2234,2234,2128,81,185427,2234,8,True,False,True,0,-0.4435205641,dltb_5377389;dltb_844222;dltb_843867;dltb_843827;dltb_842187;dltb_840388;dltb_3635959;dltb_838589,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
first_valid,B1,tile_r003_c003,tile_r005_c003,3,1,2,1024,8,2234,2234,2128,81,185427,2234,8,True,False,True,0,2.3828480037,dltb_10524;dltb_10525;dltb_10526;dltb_10534;dltb_10535;dltb_10536;dltb_10537;dltb_10538,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
seeded_random,B1,tile_r003_c003,tile_r005_c003,3,1,2,1024,8,2234,2234,2128,81,185427,2234,8,True,False,True,0,0.5185677748,dltb_3874671;dltb_2154753;dltb_5379231;dltb_839502;dltb_843324;dltb_840352;dltb_2159759;dltb_5320583,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
trained_policy,B1,tile_r003_c003,tile_r002_c003,1,2,3,1024,8,2234,2234,2188,81,185427,2234,8,True,False,True,0,0.8145134417,dltb_4491;dltb_818437;dltb_821578;dltb_821620;dltb_822773;dltb_819314;dltb_820936;dltb_818941,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
first_valid,B1,tile_r003_c003,tile_r002_c003,1,2,3,1024,8,2234,2234,2188,81,185427,2234,8,True,False,True,0,0.0968319885,dltb_1000812;dltb_1497530;dltb_1497532;dltb_1858642;dltb_1858643;dltb_2160382;dltb_2160383;dltb_2160391,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
seeded_random,B1,tile_r003_c003,tile_r002_c003,1,2,3,1024,8,2234,2234,2188,81,185427,2234,8,True,False,True,0,-0.5078187855,dltb_5372503;dltb_821323;dltb_5341633;dltb_819970;dltb_819586;dltb_823172;dltb_5372139;dltb_5340733,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
trained_policy,B1,tile_r003_c003,tile_r005_c004,2,2,3,1024,8,2234,2234,2140,81,185427,2234,8,True,False,True,0,0.0491965986,dltb_5301663;dltb_841413;dltb_841489;dltb_837458;dltb_5379895;dltb_843312;dltb_841184;dltb_5377584,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
first_valid,B1,tile_r003_c003,tile_r005_c004,2,2,3,1024,8,2234,2234,2140,81,185427,2234,8,True,False,True,0,1.6167537795,dltb_1000134;dltb_10410;dltb_10411;dltb_10412;dltb_10413;dltb_10429;dltb_10430;dltb_10431,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
seeded_random,B1,tile_r003_c003,tile_r005_c004,2,2,3,1024,8,2234,2234,2140,81,185427,2234,8,True,False,True,0,0.3507408773,dltb_837383;dltb_5321110;dltb_5381225;dltb_840281;dltb_843256;dltb_842957;dltb_1497937;dltb_5378275,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
trained_policy,B1,tile_r003_c003,tile_r005_c003,3,2,3,1024,8,2234,2234,2128,81,185427,2234,8,True,False,True,0,-0.1339628676,dltb_841648;dltb_836693;dltb_841715;dltb_5310346;dltb_840775;dltb_838230;dltb_5377986;dltb_5379757,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
first_valid,B1,tile_r003_c003,tile_r005_c003,3,2,3,1024,8,2234,2234,2128,81,185427,2234,8,True,False,True,0,2.3828480037,dltb_10524;dltb_10525;dltb_10526;dltb_10534;dltb_10535;dltb_10536;dltb_10537;dltb_10538,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
seeded_random,B1,tile_r003_c003,tile_r005_c003,3,2,3,1024,8,2234,2234,2128,81,185427,2234,8,True,False,True,0,1.9517593496,dltb_836911;dltb_5377928;dltb_839801;dltb_843985;dltb_843849;dltb_842398;dltb_843514;dltb_5378216,"Phase 25 is a bounded padded variable-size held-out-tile B0/B1 MaskablePPO learned-policy pilot under the deterministic base planning reward; it tests distinct Bishan tiles, does not enable suitability reward, does not test B2/B3, and does not support cross-region transfer or submission-level planning-performance claims."
